platform,water_depth,weight,installation_date,type_of_production (1 oil and gas; 2 oil; 3 gas),number_of_legs,number_of_piles,height_of_jacket_or_sub-structure,distance_to_coast,risk_to_other_users-complete ,risk_to_personnel-complete,risk_to_personnel-partial,energy_consumption-complete,energy_consumption-partial,emissions-complete,emissions-partial,impacts_of_option-complete,technical_feasibility_or_challenge-complete,technical_feasibility_or_challenge-partial,commercial_impact_on_fisheries-complete,commercial_impact_on_fisheries-partial,wider_community_impact-complete,wider_community_impact-partial,total_removal_cost-partial
23.0,158.0,27645.0,1980.0,0.0,7.0,32.0,166.0,238.0,2.0,0.16664473615731676,0.39944015075543204,487752.0,570820.0,40416.0,45267.0,0.04698039858710357,0.8288331338905836,0.0,0.0,0.8570536196408638,3.0,0.0,0.7102835551924875
25.0,104.0,18584.0,1982.0,2.0,9.0,21.0,122.85097339271117,230.0,0.0,-0.027386640304331994,0.24602813941523938,733084.0,511766.0,59588.0,41168.0,0.5234098383216309,0.5217993953152469,0.22298704698584737,1.0,1.0904548344959228,0.0,0.0,1.0080002852013255
25.0,143.0,17500.0,1983.0,1.0,8.0,21.0,153.0,130.0,0.0,-0.3438383838061473,0.34158171190490827,520000.0,568002.0,42000.0,43998.0,0.8862118208174823,0.21984215142877858,0.8130672777870287,1.0,2.0,1.0,0.0,0.5915041336074145
30.0,117.0,10052.0,1993.0,2.0,3.0,5.0,135.0,281.0,2.0,0.5443276776619312,0.04994120248433101,469821.0,433180.0,37162.0,32191.0,0.5893332187113136,0.2971314845267174,1.1475821773019,0.784465532590812,0.4911603635754606,1.3423828154232107,1.0474668454756615,0.7649710165534397
0.0,100.0,22002.0,1988.0,3.0,7.0,9.0,113.0,185.0,1.0,0.443465787584338,0.2968357147182591,1110098.0,817000.0,86999.0,58498.0,0.6471956924043454,1.0,2.0,0.8170854042161354,0.7470641622781176,0.7925905241161229,0.5324981436555819,0.14347243463865805
0.0,111.0,30364.0,1982.0,0.0,8.0,11.0,124.0,209.0,0.0,0.3658555525080096,0.1773879445674392,1180500.0,895502.0,92002.0,63999.0,0.8985214928709759,0.0,2.0,0.595827992669705,0.8983296649297563,0.3314717824945487,0.588428843466706,-0.15723035064088697
20.0,142.0,15560.0,1980.0,3.0,7.0,28.0,147.0,119.0,2.0,0.3244572405361595,0.09605824853089005,297655.0,530150.0,24276.0,31063.0,0.7146786956744522,0.25057636304249187,0.0,3.0,0.7757400170708418,1.0,1.0,0.5233219131313225
27.0,154.0,27648.0,1978.0,3.0,7.0,32.0,167.0,239.0,0.0,0.16382009533051975,-0.1484891960611537,487751.0,570819.0,40415.0,45264.0,0.4222280534048156,0.3448420271829706,3.0,0.0,0.702323239201423,1.0,2.0,0.45869598562863967
26.0,102.0,18583.0,1981.0,4.0,8.0,21.0,122.55490852340883,231.0,1.0,0.1619855602968455,-0.26191970050340224,733084.0,511767.0,59587.0,41171.0,0.4852113008836045,0.5555548795391477,0.280203999227022,3.0,1.064804532739468,2.0,0.0,0.8482193382655858
25.0,146.0,17502.0,1982.0,5.0,9.0,19.0,153.0,132.0,1.0,0.3220674578862878,0.04767822171656494,519999.0,567999.0,42000.0,44001.0,-0.09064615756465444,0.6453078100132892,0.6108274636955643,0.0,0.0,3.0,0.0,0.6836971637619784
31.0,115.0,10054.0,1994.0,2.0,6.0,4.0,138.0,282.0,2.0,0.3166316091540195,0.19487651821881885,469822.0,433179.0,37161.0,32189.0,0.15801477775091088,0.4034840216260408,0.7442507012034929,0.9028303350054153,0.5860983656802716,0.9126144000797375,0.9114005207647267,0.6141584261291686
1.0,98.0,22001.0,1990.0,1.0,9.0,6.0,113.0,188.0,2.0,0.20585485210981533,0.20980037602289214,1110102.0,817002.0,87002.0,58498.0,0.15514883289138315,0.0,0.0,1.0309591419313526,0.9608128836672998,0.3671684216523562,0.16589303624496038,0.18307671802558684
2.0,114.0,30362.0,1981.0,1.0,9.0,10.0,123.0,209.0,0.0,0.1399633339867885,0.10311552026667706,1180500.0,895500.0,92000.0,63999.0,0.5217887027179617,2.0,0.0,1.0490597425573516,0.8525488943266298,0.5897750358868158,0.4338535996445061,0.6648033304967159
19.0,140.0,15560.0,1976.0,1.0,9.0,24.0,148.0,119.0,0.0,-0.43573925090420024,0.1715273423039707,297652.0,530150.0,24276.0,31062.0,0.5299074427231507,0.11576473853808772,1.0,3.0,0.9031257240955691,2.0,3.0,0.6371985974437611
23.0,157.0,27648.0,1981.0,1.0,9.0,33.0,166.0,240.0,0.0,0.21641304915131562,0.14576292701375693,487752.0,570820.0,40415.0,45267.0,0.8973572839256453,0.7741703797979802,3.0,0.0,0.5328803821767766,0.0,0.0,0.6496281820470844
24.0,104.0,18583.0,1981.0,4.0,9.0,22.0,122.51516054244739,231.0,1.0,-0.06040457051437906,0.563896749990838,733080.0,511766.0,59587.0,41169.0,0.40338246069648875,0.10171198072681509,-0.251204211406565,0.0,1.0081742698356844,2.0,3.0,0.726921458412642
29.0,145.0,17502.0,1982.0,2.0,10.0,18.0,155.0,130.0,0.0,-0.021771528291055747,-0.1774845787649444,520001.0,568000.0,41999.0,44001.0,0.6531588924870059,0.5138379104676745,0.5414376753024437,1.0,1.0,2.0,3.0,0.6680880809647337
30.0,118.0,10052.0,1995.0,0.0,6.0,6.0,134.0,283.0,0.0,0.30327986502983073,0.2295662025077535,469822.0,433179.0,37163.0,32191.0,0.420718630368645,0.4955742441536176,1.0927648380839525,0.7315858194149809,0.7323301026962603,0.8437679212762229,0.9472904667644019,0.44941472783237746
3.0,97.0,21998.0,1988.0,0.0,9.0,9.0,115.0,189.0,0.0,0.27174474028801776,0.17510230092563522,1110100.0,817002.0,87001.0,58501.0,0.4202118297623624,0.0,1.0,0.8717903987896335,0.9079957100966962,0.6679387773397816,0.37704844627463224,0.41320555055765307
0.0,111.0,30366.0,1984.0,3.0,7.0,10.0,123.0,205.0,3.0,0.6491661850682979,0.15765087274932063,1180499.0,895501.0,92002.0,63998.0,0.5716891491772044,0.0,0.0,0.7899525270973508,0.7751114504891572,0.47287065471965795,0.5859208671428117,0.11672959015067236
22.0,142.0,15560.0,1980.0,2.0,9.0,27.0,148.0,118.0,1.0,-0.04321118104301178,0.015637394181230363,297652.0,530147.0,24277.0,31063.0,0.4756272391374223,0.37484117396638844,1.0,2.0,1.052196710133961,0.0,0.0,0.5774618180879936
24.0,158.0,27649.0,1982.0,2.0,10.0,34.0,166.0,240.0,0.0,0.2535151402531535,-0.048196984261841436,487751.0,570818.0,40415.0,45264.0,0.630424990656919,0.5637867902899055,1.0,0.0,0.3262956971343719,1.0,1.0,0.7955012724017492
24.0,102.0,18583.0,1983.0,4.0,7.0,22.0,122.50805943515584,230.0,0.0,-0.12759744013670105,-0.10915778523787592,733083.0,511764.0,59586.0,41171.0,0.5674921491717737,0.1425910257446034,-0.12463173942550018,3.0,1.171286417696432,2.0,1.0,0.4954009561980228
27.0,143.0,17501.0,1985.0,4.0,6.0,19.0,156.0,129.0,2.0,0.3836271570935152,0.48027620917996794,519999.0,568002.0,41998.0,44001.0,0.467725205017028,0.6175317181778386,0.502383278552463,0.0,1.0,0.0,2.0,0.8877638720951487
29.0,116.0,10052.0,1991.0,3.0,2.0,7.0,137.0,281.0,2.0,0.3026103360381752,0.17670494511810966,469825.0,433177.0,37160.0,32193.0,0.5210992673760124,-0.04761987575989829,0.6345101710905674,1.2905978192450074,0.7450859079821198,0.9361220463195132,0.8832059056462195,0.6838957126765399
2.0,101.0,22002.0,1986.0,1.0,9.0,7.0,114.0,187.0,0.0,0.0792009099469363,-0.197506180905004,1110100.0,817001.0,87001.0,58499.0,0.48505839484198465,0.0,0.0,0.6793270284007961,0.6595840925782239,0.46638201542533847,0.4972262051871567,0.44243517890745543
0.0,110.0,30363.0,1982.0,0.0,9.0,9.0,122.0,205.0,3.0,-0.21991996364174254,0.19436576443237258,1180498.0,895502.0,91999.0,64000.0,0.20778345037811624,1.0,0.0,0.9332816073267727,0.8922478719819584,0.48285044016834605,0.8874199491230728,0.468301148796778
19.0,139.0,15561.0,1976.0,0.0,7.0,24.0,148.0,120.0,2.0,0.2625016770779877,0.273360048676993,297656.0,530148.0,24275.0,31064.0,0.7414141162552285,0.06398200878456797,0.0,2.0,1.13389699193752,0.0,1.0,0.5147250899948548
27.0,154.0,27645.0,1978.0,3.0,6.0,30.0,165.0,238.0,2.0,-0.1691011876728598,-0.2627915747259103,487751.0,570818.0,40418.0,45265.0,0.40834002672203323,0.6701092587709979,2.0,3.0,0.44804569411152595,0.0,2.0,0.7717661049773579
28.0,103.0,18586.0,1981.0,1.0,6.0,18.0,122.32977794563256,228.0,0.0,0.3141423317003258,-0.17099098786014516,733082.0,511764.0,59589.0,41172.0,0.927941984841574,0.2723484667008742,0.23774977073812878,2.0,1.1127705395822487,2.0,0.0,0.6800141335365084
28.0,143.0,17498.0,1981.0,4.0,6.0,21.0,152.0,128.0,0.0,0.3023659153343584,0.05808210164698201,520001.0,568000.0,42001.0,43998.0,0.5211672946134325,0.48373115778904685,0.3562185424611428,2.0,2.0,1.0,3.0,0.7868981951037921
27.0,116.0,10054.0,1995.0,2.0,3.0,7.0,138.0,284.0,2.0,0.4610611014567557,-0.12118267560749073,469823.0,433178.0,37164.0,32191.0,0.5745994320109663,0.21699954789666326,0.7697933150534594,0.9901636457572423,0.8507862993315684,1.0642824259677692,0.5912406032961338,0.5513820121289428
3.0,101.0,22002.0,1987.0,2.0,10.0,10.0,112.0,187.0,3.0,0.2963560375237614,0.12590575483372296,1110100.0,817001.0,87002.0,58502.0,0.40977533236937674,0.0,1.0,0.8433355330914818,0.5342941378290925,0.5764654782279535,0.28561133471796424,0.399733014244009
2.0,112.0,30363.0,1984.0,0.0,10.0,8.0,122.0,209.0,0.0,-0.10994340009055087,0.2159852584843994,1180498.0,895498.0,92001.0,64001.0,0.5818824625935789,0.0,3.0,1.0160726517010936,0.8406658481529249,0.40642509002583405,0.7284802232985476,0.3404894240238895
18.0,139.0,15560.0,1976.0,0.0,6.0,27.0,149.0,121.0,0.0,-0.12519553471706985,-0.1553550614861613,297656.0,530150.0,24275.0,31064.0,0.5259117198103764,0.5061385947933477,2.0,0.0,1.111541738226076,1.0,0.0,0.7618763170649833
24.0,157.0,27648.0,1980.0,0.0,7.0,30.0,165.0,239.0,0.0,0.43496580667890855,-0.014270361390769589,487749.0,570818.0,40417.0,45268.0,0.6351085541329052,0.972549513100317,3.0,0.0,0.5912354572573465,3.0,3.0,0.5756606668445581
28.0,103.0,18582.0,1981.0,4.0,9.0,22.0,122.51389818695336,232.0,2.0,-0.009864279636163736,0.23251144724976763,733081.0,511764.0,59587.0,41171.0,0.7627781740814119,0.1774903304120144,0.057680923202637804,3.0,1.2253124136878228,2.0,2.0,0.49798512157763425
27.0,142.0,17502.0,1981.0,2.0,10.0,18.0,156.0,132.0,1.0,0.3277919845813463,0.22978506500781343,520001.0,568002.0,42000.0,43998.0,0.37537017200587175,0.8380590653151686,0.6869034124727087,0.0,2.0,2.0,3.0,0.5402025540719985
30.0,114.0,10052.0,1992.0,0.0,4.0,5.0,135.0,282.0,0.0,-0.17767596368379668,-0.0828241325231069,469824.0,433181.0,37164.0,32193.0,0.528869708895599,0.18903658853044608,0.4305253994950706,1.0215555362809465,1.1540507215327145,0.6114609563495208,0.7679015806343185,0.942741129076897
3.0,101.0,22001.0,1990.0,0.0,6.0,6.0,114.0,188.0,1.0,-0.15159601349292273,-0.003063826580716675,1110102.0,816999.0,87002.0,58498.0,0.29275122310822366,1.0,0.0,0.5592498237419276,1.3129349415465041,0.30465270324033866,0.790447328527861,0.39177034724327003
2.0,114.0,30366.0,1981.0,0.0,6.0,11.0,125.0,207.0,1.0,0.7437447360380842,0.0723994993501121,1180498.0,895502.0,92002.0,64000.0,0.7062802085959016,1.0,0.0,0.7403567781068271,0.644667842266799,0.07246598887461997,0.5795316763178421,0.48778668863344565
22.0,141.0,15560.0,1977.0,2.0,7.0,25.0,146.0,119.0,0.0,0.2996033077773414,-0.22187484612126462,297653.0,530149.0,24276.0,31066.0,0.3557855479382887,0.0765680271921998,0.0,1.0,0.9851843339332933,3.0,0.0,0.49307028804401515
26.0,156.0,27647.0,1980.0,0.0,9.0,33.0,166.0,240.0,1.0,-0.13021241194090719,0.42463845835460723,487749.0,570816.0,40418.0,45268.0,0.523779191053764,0.6644796535124406,0.0,0.0,0.7688375064083571,1.0,3.0,0.6509653985557723
28.0,104.0,18583.0,1982.0,4.0,6.0,22.0,122.19255373978318,229.0,0.0,0.3732174312022244,0.03068555924744532,733080.0,511767.0,59590.0,41170.0,0.31887151228400684,0.5650154300083469,0.12382794288375218,1.0,1.0108880754635714,2.0,0.0,1.017600914897633
29.0,142.0,17501.0,1981.0,3.0,6.0,21.0,154.0,128.0,0.0,0.17514158005850555,0.3181100206439472,519998.0,568001.0,41999.0,44000.0,0.3156033308248001,-0.02309052828022473,0.9605022204387159,1.0,1.0,1.0,2.0,0.8907470779533039
30.0,116.0,10053.0,1994.0,2.0,4.0,7.0,134.0,281.0,1.0,0.19544170127669258,-0.06838767513164011,469825.0,433179.0,37160.0,32191.0,0.5597569188015032,0.1502191185497593,0.6710206000849576,0.9131795727770798,1.1652736378861996,1.1112994164162942,0.9674060709235694,0.4399527606423904
2.0,101.0,21998.0,1988.0,3.0,6.0,8.0,114.0,188.0,0.0,0.43679116505794735,0.33140393147388114,1110098.0,816998.0,86999.0,58499.0,0.42893483491692563,2.0,2.0,0.7925591112349738,0.6477343642582484,0.22911620143739259,0.624596723881789,0.4386060477599813
3.0,114.0,30364.0,1984.0,3.0,10.0,11.0,121.0,205.0,0.0,0.22548218808590403,0.26331297982889595,1180498.0,895498.0,91999.0,63999.0,0.7591220388499784,0.0,0.0,0.6476807729739139,0.7885900091052299,-0.06447981680900805,0.626204843757048,0.6356336530807443
20.0,140.0,15559.0,1979.0,0.0,6.0,26.0,146.0,120.0,0.0,0.07872562035273514,-0.0050732035687344225,297655.0,530146.0,24277.0,31062.0,0.6111999806923244,0.08264510172293393,1.0,0.0,0.7011363930980308,2.0,0.0,0.4428977111595144
26.0,155.0,27648.0,1981.0,2.0,8.0,33.0,168.0,242.0,0.0,0.01927369763762337,0.08015933952303518,487748.0,570819.0,40416.0,45264.0,0.5487809818231875,0.3953756559017252,3.0,0.0,0.8917868867649177,0.0,0.0,0.3806238281014248
26.0,101.0,18582.0,1981.0,4.0,9.0,21.0,122.30671984032267,230.0,1.0,0.2941368817325829,0.3940474858416345,733082.0,511766.0,59587.0,41169.0,0.4122611397346376,0.2416153427966051,0.029538497179223328,0.0,0.9961212930264375,3.0,2.0,0.6443084235130165
26.0,146.0,17500.0,1982.0,1.0,10.0,21.0,156.0,132.0,2.0,0.305022718448403,0.1466316838756132,520002.0,567998.0,42002.0,44002.0,0.4784418122677105,0.3875465948232725,0.9518678409464776,3.0,3.0,0.0,2.0,0.8565499750084824
27.0,118.0,10055.0,1995.0,3.0,6.0,6.0,134.0,281.0,3.0,0.009066266332930173,0.22552711539889736,469822.0,433177.0,37163.0,32191.0,0.6222088205690484,0.415978656658217,0.6473731188428745,1.2029432602701755,0.6990041534318042,0.6078398025754383,0.9001549630063137,0.9441888976838202
0.0,99.0,22001.0,1987.0,0.0,9.0,6.0,114.0,186.0,1.0,0.3555898551587459,0.14225026140579813,1110099.0,816998.0,87002.0,58501.0,0.7724825050786392,0.0,0.0,0.8646376867930436,0.9745507257452883,0.44763154626351687,0.5232562763611595,0.36502289794923903
0.0,111.0,30365.0,1981.0,0.0,10.0,11.0,125.0,207.0,0.0,0.32654485589879845,0.278660466308965,1180502.0,895499.0,92002.0,64000.0,0.6734558393958511,1.0,2.0,0.9026692441087502,0.9127019163053849,0.3685630929287469,0.40805207421816997,0.3117453143891241
20.0,143.0,15559.0,1976.0,0.0,9.0,27.0,149.0,122.0,0.0,-0.1884035651870929,0.09540556319102972,297652.0,530148.0,24277.0,31065.0,0.55238519565613,0.5950506446633703,2.0,0.0,0.5581410332894747,0.0,1.0,0.3586255368503531
27.0,155.0,27645.0,1981.0,4.0,8.0,33.0,165.0,239.0,1.0,-0.022400318817556476,0.22137545277314452,487748.0,570820.0,40416.0,45264.0,0.45724138596092545,0.7475488852505137,1.0,0.0,0.7779231625309347,2.0,1.0,0.7242800860344216
24.0,105.0,18586.0,1984.0,2.0,7.0,20.0,122.67854405967444,230.0,0.0,-0.1949495129901783,0.20732813571848555,733081.0,511767.0,59590.0,41169.0,0.6023176991138434,0.09204993651022464,0.3773365808683049,3.0,1.091319979025851,1.0,0.0,0.8102722329010226
28.0,145.0,17499.0,1985.0,1.0,10.0,19.0,156.0,129.0,0.0,0.10641071839985897,0.296992717374007,520002.0,568001.0,42001.0,44002.0,0.4854181765452403,0.5602364135984794,0.8420383422823136,2.0,3.0,0.0,2.0,0.9322571776328838
29.0,115.0,10056.0,1993.0,3.0,6.0,3.0,138.0,281.0,2.0,0.4151993955758862,0.2339918058939902,469824.0,433177.0,37162.0,32193.0,0.41630511281603844,0.06690535605006392,0.5471118245220686,0.8218189480484343,0.7773053629278251,0.6902627844836862,0.6561262042710148,0.4906070149085979
0.0,100.0,22001.0,1986.0,0.0,9.0,8.0,113.0,186.0,0.0,0.1818535982918307,0.2886461916617802,1110102.0,817000.0,86998.0,58502.0,0.385396640922121,0.0,0.0,0.8938946586736908,0.722778361725351,0.3625485544467191,0.26544577325714724,0.37023629242846523
1.0,110.0,30362.0,1983.0,1.0,7.0,7.0,121.0,207.0,3.0,0.18895115910174334,0.05026100211340859,1180502.0,895501.0,92000.0,64000.0,0.5860973705817065,0.0,2.0,0.7721687962192175,0.5296518767524048,0.6086983932938441,0.7581274823922335,0.7279120033017334
19.0,140.0,15560.0,1977.0,4.0,6.0,25.0,146.0,118.0,0.0,-0.20334786604492658,-0.08477669358348375,297652.0,530150.0,24279.0,31064.0,0.8780692414305146,0.12068069306655319,0.0,0.0,1.090699255483899,2.0,2.0,0.7017534548916378
24.0,158.0,27647.0,1979.0,4.0,6.0,33.0,166.0,242.0,1.0,-0.3565538939821181,-0.09777937808943034,487751.0,570817.0,40416.0,45264.0,0.24477383321340423,0.6177154773085278,2.0,0.0,1.0724155444044816,3.0,1.0,0.36985217128650394
24.0,104.0,18586.0,1984.0,5.0,6.0,22.0,122.67620869723498,229.0,0.0,0.1390167096208214,0.2602135072862475,733081.0,511766.0,59589.0,41169.0,0.9230935468409383,0.3651283365931114,0.1455283404144823,3.0,0.7444018701302086,0.0,0.0,0.7986849188731432
25.0,144.0,17500.0,1982.0,1.0,9.0,22.0,155.0,132.0,1.0,0.17264426039413783,-0.0691282087552238,520000.0,567998.0,41998.0,43998.0,0.38754815279292143,0.27848940307452397,0.5597340623677475,1.0,2.0,3.0,2.0,0.8691390921814863
31.0,117.0,10056.0,1993.0,0.0,4.0,4.0,138.0,281.0,3.0,0.12332674779963393,-0.02083856590054539,469823.0,433178.0,37161.0,32192.0,0.6864374733713174,0.4410835503281734,0.7062417059394758,1.1866541900407468,0.9864905359379914,0.7236699307937365,0.915086644263542,1.07710113916578
1.0,100.0,22002.0,1987.0,0.0,10.0,8.0,116.0,185.0,2.0,0.09730650672442792,0.01626944179962586,1110100.0,816999.0,86998.0,58499.0,0.5211436331349406,2.0,0.0,0.7142431539380005,0.6516052251838397,0.538637868443587,0.8361651458922001,0.2848086414736117
4.0,112.0,30362.0,1985.0,0.0,9.0,8.0,121.0,205.0,1.0,0.7477873001626161,-0.0802331418818577,1180499.0,895502.0,92000.0,64002.0,0.696446263198688,2.0,2.0,0.3619461076613506,1.001741906742505,0.19198671803241923,0.6222545087636163,0.7306022773024148
20.0,139.0,15561.0,1979.0,0.0,6.0,28.0,148.0,119.0,0.0,-0.06691926363883804,-0.11468600998693876,297652.0,530148.0,24276.0,31064.0,0.44542570951842897,0.2334137146112581,1.0,0.0,0.8778873390077548,0.0,0.0,0.7121578213382933
27.0,155.0,27647.0,1982.0,4.0,10.0,34.0,166.0,239.0,0.0,-0.29815500229248715,0.09708874789759173,487752.0,570819.0,40416.0,45266.0,0.7022548867008204,0.7007257099359007,1.0,0.0,0.8962659210103682,0.0,0.0,0.49053769548385795
26.0,104.0,18584.0,1983.0,4.0,8.0,18.0,122.74448611653223,229.0,0.0,-0.1373879795232502,0.136642019734262,733082.0,511767.0,59587.0,41172.0,0.5391020022973669,0.3262605789121407,0.20579411715617968,0.0,1.0983168098080247,2.0,2.0,0.6572128542923247
25.0,144.0,17501.0,1983.0,2.0,6.0,21.0,154.0,128.0,1.0,0.10597935190946906,0.18200084731484445,520002.0,567998.0,42002.0,44001.0,0.8146476925604107,0.39236850700783665,0.8784965123735266,3.0,2.0,3.0,1.0,0.9396555708704957
28.0,114.0,10056.0,1994.0,2.0,2.0,7.0,138.0,281.0,0.0,0.10471390021485444,0.2050012279404848,469823.0,433178.0,37160.0,32191.0,0.7837550421158148,0.10122869116420605,0.7617120359845662,1.0795668691963376,1.0991481264052838,0.4703196170444994,0.4293039549095228,0.9177022847702215
1.0,100.0,21998.0,1987.0,3.0,8.0,10.0,114.0,186.0,0.0,0.13908775931465436,0.05745340090149498,1110099.0,817002.0,86998.0,58499.0,0.4338513774601491,0.0,3.0,0.7873457232715952,0.7506124472986548,0.3076210590196913,0.5142684532688686,0.5510992601258062
2.0,111.0,30366.0,1982.0,2.0,7.0,11.0,122.0,209.0,0.0,0.46105289328806265,-0.03334014280838615,1180500.0,895500.0,92001.0,64002.0,0.7135239267175651,1.0,2.0,0.534910315388612,0.6611689260403006,0.37524778161055855,0.7642104994841428,0.7820904533768125
22.0,140.0,15560.0,1978.0,1.0,10.0,25.0,147.0,119.0,0.0,-0.038162890241126575,-0.3707376237384907,297654.0,530150.0,24276.0,31063.0,0.3322464370551796,0.24990648484250264,3.0,0.0,0.8197355533249898,2.0,1.0,0.5669934862230698
25.0,158.0,27647.0,1981.0,4.0,9.0,31.0,166.0,241.0,2.0,0.1471727856509402,-0.11957426292439267,487748.0,570820.0,40416.0,45267.0,0.7469275121330885,0.5293088210412807,3.0,0.0,1.1860015079739827,2.0,3.0,0.5008819598202513
25.0,102.0,18582.0,1982.0,5.0,7.0,18.0,122.70728118219394,228.0,1.0,-0.05016669689688916,0.26869621422000434,733080.0,511767.0,59587.0,41171.0,0.49361939109399583,0.28600352346438207,0.0686975861803494,0.0,0.6741206859653328,0.0,0.0,0.7144766934406603
26.0,146.0,17498.0,1984.0,4.0,9.0,22.0,152.0,128.0,0.0,-0.13557373777068238,0.36096777833157656,519998.0,568001.0,42002.0,43999.0,0.674481284810964,0.601371039439516,0.4141822313229789,3.0,3.0,0.0,2.0,0.6031059700546283
31.0,116.0,10054.0,1995.0,0.0,3.0,6.0,136.0,283.0,2.0,0.0486106216089503,0.20748135011140423,469824.0,433177.0,37163.0,32190.0,0.35585995110556745,0.3989713015791123,0.7490474725622549,1.1257911341365296,0.822052212717525,0.8773010504752787,0.9558446057119763,0.7575972370332303
1.0,98.0,21998.0,1989.0,0.0,10.0,7.0,116.0,189.0,2.0,0.35756445457937724,-0.0713267582225206,1110098.0,816998.0,86998.0,58500.0,0.38088233440813046,1.0,0.0,0.8458086424467192,0.6304715330292718,0.42121120492761976,0.5155466761516826,0.37934094620887593
4.0,112.0,30365.0,1981.0,0.0,9.0,10.0,121.0,205.0,0.0,0.2197599510121371,0.3953668716248513,1180499.0,895499.0,92002.0,63998.0,0.49015070203316446,0.0,0.0,1.0049118737002056,1.1719949365102846,0.5919724878282128,0.7474801303031207,0.8501694851754021
21.0,140.0,15560.0,1980.0,1.0,6.0,25.0,146.0,122.0,0.0,0.17492380129081436,0.27236511178367906,297656.0,530147.0,24275.0,31062.0,0.947613078138144,0.002944939581840611,1.0,0.0,0.9292950726988093,2.0,3.0,0.35208244905657615
25.0,155.0,27645.0,1981.0,2.0,8.0,33.0,164.0,240.0,1.0,0.16506945106974308,0.1252836122218594,487751.0,570819.0,40415.0,45267.0,0.8984397190218043,1.0072103128114533,2.0,3.0,0.8846147677576092,0.0,3.0,0.552523415796445
26.0,104.0,18586.0,1984.0,2.0,8.0,22.0,122.74144793205721,230.0,2.0,-0.23202942995520046,-0.024736521136917447,733083.0,511767.0,59589.0,41171.0,0.40098546426375226,0.18270487450145556,-0.12334891971099585,3.0,0.6860904132063124,0.0,2.0,0.6133428969680191
25.0,146.0,17499.0,1985.0,2.0,6.0,20.0,155.0,128.0,0.0,-0.257147443849991,-0.11121132782342408,520002.0,567999.0,42000.0,43998.0,0.6197683034408743,0.8746692899514238,0.647387285600705,0.0,2.0,0.0,0.0,0.6126337931744873
31.0,116.0,10054.0,1994.0,1.0,3.0,7.0,135.0,283.0,2.0,0.15981736473962685,0.16363645720286013,469823.0,433180.0,37162.0,32190.0,0.6268043010458667,0.1826855839736048,0.8298518279636882,1.253304002038618,0.570807775270443,0.765116314911524,1.235563640561679,0.9481781274975035
0.0,100.0,22000.0,1986.0,1.0,8.0,7.0,114.0,189.0,3.0,0.27105571567400333,-0.047270956433767,1110101.0,816999.0,87002.0,58499.0,0.8716466650730299,2.0,3.0,0.6115956039605448,0.4885562819621928,0.5596976629085401,0.3303583431266466,0.5001484202608302
4.0,112.0,30363.0,1982.0,1.0,10.0,8.0,122.0,209.0,3.0,0.4942956206485831,0.3267039396408492,1180498.0,895499.0,92001.0,64001.0,0.6319975276762579,0.0,0.0,0.6761646227699307,0.8106599986882433,0.3867882863121728,0.42470655569385485,0.7080196063330053
22.0,142.0,15562.0,1977.0,1.0,8.0,26.0,147.0,119.0,0.0,0.21178561746197377,-0.10357729457467268,297653.0,530148.0,24277.0,31062.0,0.5218210628185354,0.19874910520590353,0.0,3.0,1.0263973873427914,0.0,3.0,0.8510696564201985
26.0,155.0,27646.0,1982.0,4.0,6.0,31.0,165.0,242.0,0.0,0.03482825356152403,0.10303936087030588,487750.0,570816.0,40416.0,45267.0,0.6051336246724803,0.8766159933148477,1.0,1.0,0.6143384437894603,0.0,2.0,0.4625267836319211
24.0,102.0,18583.0,1983.0,2.0,6.0,18.0,122.7808580658727,228.0,0.0,0.1663415999144135,0.22029623350378075,733083.0,511763.0,59588.0,41170.0,0.4159421437452018,0.39507630580211894,0.055009648568343644,2.0,0.7474654417073356,1.0,0.0,0.6851132742694208
28.0,142.0,17499.0,1984.0,4.0,9.0,19.0,152.0,130.0,0.0,0.21573199394191028,0.16765083256045715,519998.0,567999.0,41998.0,44001.0,0.4038162040129853,0.37062734919102264,0.4441397493889832,0.0,0.0,2.0,0.0,0.6382586677563203
31.0,118.0,10052.0,1994.0,0.0,3.0,4.0,134.0,281.0,3.0,0.11287690197677802,0.28182138045366695,469821.0,433177.0,37161.0,32189.0,0.40304470154313865,0.14357527962865144,0.5264540513693998,1.2319887805608254,1.0160524828348199,0.7286018655772163,1.1718860752209985,0.6621400818587261
2.0,100.0,21999.0,1990.0,2.0,10.0,7.0,116.0,186.0,1.0,0.32534369023280313,0.36450344229174303,1110099.0,817002.0,86998.0,58502.0,0.2715496303000591,0.0,3.0,0.41143122843802016,0.6577649456218269,0.6118676371597096,0.5790330136768691,0.34656424155286425
0.0,111.0,30366.0,1984.0,3.0,9.0,8.0,125.0,208.0,1.0,0.03821676754831688,0.33606747133698756,1180499.0,895500.0,92002.0,64000.0,0.5221419550894728,0.0,3.0,0.8124257130580803,0.7619818862993881,0.324711181281262,0.6085099981551425,0.5246715523823456
18.0,143.0,15561.0,1976.0,4.0,7.0,27.0,149.0,120.0,1.0,-0.2092423151239813,-0.34813055388189423,297656.0,530147.0,24276.0,31066.0,0.6284283108150487,-0.06140441441058986,1.0,2.0,0.6719584898503579,0.0,3.0,0.8989780958660538
